Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Holding Cost per Unit,Lead Time (Days),Ordering Cost,DayOfWeek,DayOfMonth,WeekOfYear,Quarter,Predicted_Demand,XGB_Sales_Pred
11/16/2023,3,15,1,3,151,12,151,25.41,67.32,0,2,1,62.66,2,3.04,2,43.01321323,3,16,46,4,50,48.524643
11/16/2023,3,16,1,1,412,238,172,238.33,17.57,5,1,1,20.73,3,2.97,5,45.54709159,3,16,46,4,234,215.99968
11/16/2023,3,17,1,3,484,396,92,413.41,62.01,0,3,0,65.32,2,3.73,5,62.08787923,3,16,46,4,351,348.09833
11/16/2023,3,18,1,2,311,121,91,130.77,11.67,10,2,0,13.83,3,2.23,5,69.47547746,3,16,46,4,173,169.27074
11/16/2023,3,19,1,2,385,299,185,307.9,72.89,5,1,0,74.47,1,4.98,5,62.61845714,3,16,46,4,271,275.47232
11/16/2023,3,20,1,4,385,327,108,318.15,10.19,20,3,0,6.17,1,3.47,5,44.33862914,3,16,46,4,298,286.9051
11/16/2023,4,1,3,2,246,243,189,253.7,21.3,5,1,0,23.13,4,14.42,5,68.02857226,3,16,46,4,229,219.15843
11/16/2023,4,2,3,4,197,161,179,168.22,21.51,5,1,1,26.09,4,11.42,2,32.32334449,3,16,46,4,85,84.84663
11/16/2023,4,3,3,1,470,1,90,-7.83,84.67,5,4,0,84.07,4,7.23,2,54.04460047,3,16,46,4,46,36.341866
11/16/2023,4,4,3,1,209,180,66,189.55,74.71,15,4,1,78.73,2,10.44,5,63.29770563,3,16,46,4,183,189.96713
11/16/2023,4,5,3,4,207,14,127,15.43,72.64,20,4,0,77.19,3,12.21,2,47.27780075,3,16,46,4,60,59.656425
11/16/2023,4,6,2,4,52,36,118,27.42,12.3,15,3,0,9.54,4,4.98,2,41.68578594,3,16,46,4,49,37.16546
11/16/2023,4,7,2,3,206,107,156,124.87,62.66,0,4,1,59.87,2,6.03,2,50.56937754,3,16,46,4,104,97.541954
11/16/2023,4,8,2,1,381,215,176,223.05,26.07,5,3,0,27.19,1,9.34,5,53.69658275,3,16,46,4,193,193.41985
11/16/2023,4,9,2,2,70,6,128,22.14,14.34,10,2,1,18.38,3,7.99,2,67.95542149,3,16,46,4,29,26.85108
11/16/2023,4,10,2,3,109,6,83,3.94,73.48,15,1,1,68.55,2,4.51,2,47.60609975,3,16,46,4,44,35.36795
11/16/2023,4,11,2,3,255,245,67,261.42,49.92,5,3,0,46.94,3,8.16,5,66.37281608,3,16,46,4,250,240.17194
11/16/2023,4,12,2,3,342,18,124,37.17,88.02,5,2,0,89.01,4,8.06,2,50.80272085,3,16,46,4,29,21.420797
11/16/2023,4,13,2,3,334,269,181,265.98,10.67,10,4,1,12.46,3,8.84,5,61.00531293,3,16,46,4,257,247.50844
11/16/2023,4,14,1,3,278,91,170,109.99,59.44,10,1,0,60.51,3,5.13,2,66.8749694,3,16,46,4,62,59.78385
11/16/2023,4,15,1,4,133,28,111,29.15,10.88,20,3,1,11.27,3,4.66,2,31.80909156,3,16,46,4,45,43.736057
11/16/2023,4,16,1,4,188,149,191,158.32,32.12,10,3,0,36.53,3,2.48,2,63.14950037,3,16,46,4,112,105.65031
11/16/2023,4,17,1,4,457,116,63,127.03,60.57,15,1,1,62.68,3,4.13,5,35.636969,3,16,46,4,174,168.47942
11/16/2023,4,18,1,4,428,194,108,192.5,56.58,0,2,1,60.17,1,6.78,5,60.88979077,3,16,46,4,187,191.98798
11/16/2023,4,19,1,1,138,135,83,129.59,31.07,15,2,0,30.41,4,6.22,5,30.22088468,3,16,46,4,171,172.65112
11/16/2023,4,20,1,2,193,74,96,80.24,58.08,10,4,1,56.25,1,5.08,2,32.96178607,3,16,46,4,62,49.96521
11/16/2023,5,1,3,1,99,28,86,45.57,49.08,0,2,0,47.97,3,7.7,2,44.98160475,3,16,46,4,44,30.714275
11/16/2023,5,2,3,3,127,19,47,19.37,35.57,20,4,1,33.95,2,12.59,2,64.64704583,3,16,46,4,39,30.240433
11/16/2023,5,3,3,4,279,244,163,255.1,49.3,5,2,0,48.99,4,6.57,5,30.82337977,3,16,46,4,248,238.47083
11/16/2023,5,4,3,3,468,420,118,426.53,42.3,0,4,0,43.77,3,7.0,5,37.33618039,3,16,46,4,358,363.7864
11/16/2023,5,5,3,4,339,310,39,304.59,37.5,10,3,0,35.97,3,6.44,5,47.27780075,3,16,46,4,282,288.09158
11/16/2023,5,6,2,3,95,18,77,12.66,69.42,15,2,1,66.76,1,5.97,2,44.65447373,3,16,46,4,60,59.3911
11/16/2023,5,7,2,1,52,5,163,2.07,16.05,0,4,0,21.0,3,6.8,2,48.24279937,3,16,46,4,67,63.8772
11/16/2023,5,8,2,3,463,97,122,101.87,67.39,15,1,1,70.71,4,4.15,2,36.82096495,3,16,46,4,95,87.425995
11/16/2023,5,9,2,4,92,31,63,30.55,98.21,10,3,1,102.79,4,6.52,2,68.62528132,3,16,46,4,29,20.511372
11/16/2023,5,10,2,2,188,120,112,122.91,65.83,20,1,1,62.08,4,5.94,5,33.90688456,3,16,46,4,167,162.54263
11/16/2023,5,11,2,4,266,254,154,247.29,72.68,20,1,0,72.24,3,3.04,5,31.37554084,3,16,46,4,255,248.10042
11/16/2023,5,12,2,1,389,115,149,119.95,78.09,20,4,1,81.77,4,7.42,2,40.35119926,3,16,46,4,69,53.02994
11/16/2023,5,13,2,2,280,45,116,38.28,26.26,20,1,1,21.86,2,8.22,2,37.39417822,3,16,46,4,56,35.65282
11/16/2023,5,14,1,2,280,172,188,177.11,24.09,15,3,1,25.85,4,7.54,2,65.79309402,3,16,46,4,92,81.224365
11/16/2023,5,15,1,3,382,166,82,163.61,62.58,10,4,0,63.99,1,5.89,5,43.01321323,3,16,46,4,171,179.32217
11/16/2023,5,16,1,3,405,145,121,137.94,50.53,0,3,1,53.54,1,3.14,5,44.27013307,3,16,46,4,195,188.83601
11/16/2023,5,17,1,3,301,272,175,262.74,12.01,0,2,0,9.04,1,3.61,5,62.08787923,3,16,46,4,262,252.3129
11/16/2023,5,18,1,3,248,89,174,80.72,71.27,10,4,0,68.35,4,4.03,2,37.94862726,3,16,46,4,57,49.6038
11/16/2023,5,19,1,4,303,239,25,251.6,63.82,5,1,0,66.89,2,5.26,5,58.27429375,3,16,46,4,238,227.76993
11/16/2023,5,20,1,3,471,414,20,408.18,67.14,15,1,1,67.58,1,4.39,5,34.63476238,3,16,46,4,353,350.0311
11/17/2023,1,1,3,3,443,416,132,418.2,28.75,0,4,1,32.07,2,12.59,5,53.94633937,4,17,46,4,350,351.97055
11/17/2023,1,2,3,2,258,53,106,52.97,62.24,0,1,0,61.91,4,6.31,2,36.23978081,4,17,46,4,36,29.195011
11/17/2023,1,3,3,2,174,126,173,142.04,67.81,20,3,0,65.7,4,10.49,2,58.32290311,4,17,46,4,98,89.32104
11/17/2023,1,4,3,2,481,444,177,458.12,53.11,15,1,1,57.07,2,13.6,5,38.49356443,4,17,46,4,354,350.5927
11/17/2023,1,5,3,2,70,24,55,18.26,63.59,15,4,0,65.32,1,13.37,2,50.99025727,4,17,46,4,53,47.678665
11/17/2023,1,6,2,3,454,142,84,161.65,11.18,15,3,1,8.39,3,9.48,5,44.65447373,4,17,46,4,179,171.25224
11/17/2023,1,7,2,2,466,179,40,172.12,20.11,5,2,0,24.45,1,7.99,5,61.40703846,4,17,46,4,188,188.83905
11/17/2023,1,8,2,1,173,158,189,165.85,16.98,20,3,0,14.65,3,9.61,2,53.69658275,4,17,46,4,109,100.731094
11/17/2023,1,9,2,2,446,152,165,165.45,23.75,5,4,0,27.32,1,9.34,5,67.95542149,4,17,46,4,150,136.50781
11/17/2023,1,10,2,4,227,97,194,96.64,47.16,20,1,0,51.35,1,7.14,2,57.36932106,4,17,46,4,88,81.51372
11/17/2023,1,11,2,3,139,35,26,35.27,78.07,5,1,0,75.92,3,7.21,5,66.37281608,4,17,46,4,135,128.35555
11/17/2023,1,12,2,4,269,126,198,141.62,59.83,0,2,1,58.32,2,4.17,2,42.46844304,4,17,46,4,67,62.491714
11/17/2023,1,13,2,3,325,130,35,148.6,50.58,10,2,1,49.44,4,7.1,5,61.00531293,4,17,46,4,177,164.288
11/17/2023,1,14,1,2,131,36,123,50.29,40.42,15,4,1,43.15,2,7.77,2,65.79309402,4,17,46,4,38,37.16021
11/17/2023,1,15,1,4,141,78,29,92.83,55.02,20,3,0,50.37,4,6.53,5,31.80909156,4,17,46,4,122,107.20934
11/17/2023,1,16,1,1,197,46,59,46.43,40.84,10,4,0,36.2,4,2.94,2,45.54709159,4,17,46,4,52,37.123264
11/17/2023,1,17,1,4,272,216,131,235.86,74.71,10,2,0,73.12,1,2.21,5,35.636969,4,17,46,4,240,228.97823
11/17/2023,1,18,1,2,418,227,87,240.97,33.02,15,4,0,29.87,2,6.44,5,69.47547746,4,17,46,4,216,196.64325
11/17/2023,1,19,1,4,259,92,132,91.74,62.36,10,2,0,62.1,4,3.02,2,58.27429375,4,17,46,4,79,70.73397
11/17/2023,1,20,1,3,171,85,196,82.97,54.7,20,1,0,51.67,3,7.21,2,34.63476238,4,17,46,4,73,65.99347
11/17/2023,2,1,3,4,290,189,159,190.45,79.43,15,4,0,77.17,1,7.68,5,59.27975767,4,17,46,4,183,182.45775
11/17/2023,2,2,3,3,158,88,154,104.79,81.73,20,2,0,82.13,3,14.88,2,64.64704583,4,17,46,4,46,42.04971
11/17/2023,2,3,3,1,376,21,94,28.17,59.51,5,1,1,60.0,2,5.04,2,54.04460047,4,17,46,4,56,42.504753
11/17/2023,2,4,3,2,147,15,186,18.62,14.57,5,1,1,17.86,1,11.78,2,38.49356443,4,17,46,4,58,55.853275
11/17/2023,2,5,3,3,128,77,59,86.42,94.5,5,2,0,90.62,4,5.03,5,41.64916561,4,17,46,4,162,148.7454
11/17/2023,2,6,2,1,440,154,46,165.25,15.41,20,1,1,18.55,1,6.31,5,54.47411579,4,17,46,4,179,181.96875
11/17/2023,2,7,2,1,376,94,89,104.1,59.66,20,4,0,56.67,4,5.69,5,48.24279937,4,17,46,4,129,122.939156
11/17/2023,2,8,2,1,158,69,131,86.27,66.16,10,4,0,67.56,1,9.8,2,53.69658275,4,17,46,4,71,68.87493
11/17/2023,2,9,2,3,139,93,125,107.17,23.1,20,2,0,19.63,4,7.51,2,62.33589392,4,17,46,4,53,52.312084
11/17/2023,2,10,2,4,494,270,182,285.0,48.18,15,4,0,51.93,4,5.13,5,57.36932106,4,17,46,4,250,246.90402
11/17/2023,2,11,2,3,88,74,88,72.5,48.62,5,2,1,45.76,1,3.84,2,66.37281608,4,17,46,4,65,59.756527
11/17/2023,2,12,2,1,205,47,127,39.04,41.66,0,3,1,41.98,2,6.55,2,40.35119926,4,17,46,4,27,22.378386
11/17/2023,2,13,2,2,198,104,138,120.31,29.03,15,4,1,31.0,3,7.06,2,37.39417822,4,17,46,4,90,82.805786
11/17/2023,2,14,1,2,296,167,142,173.86,36.59,0,1,0,41.39,1,2.54,5,65.79309402,4,17,46,4,175,173.25363
11/17/2023,2,15,1,1,159,103,150,94.45,55.17,20,1,0,51.7,2,4.51,2,33.53970008,4,17,46,4,66,57.73113
11/17/2023,2,16,1,1,380,344,101,359.99,77.07,10,4,0,74.13,1,2.94,5,45.54709159,4,17,46,4,314,300.76813
11/17/2023,2,17,1,1,178,74,112,89.77,89.69,10,1,0,89.36,3,2.24,2,41.23738039,4,17,46,4,79,68.40778
11/17/2023,2,18,1,3,89,38,30,33.68,57.93,5,4,1,61.99,1,4.28,5,37.94862726,4,17,46,4,109,104.61504
11/17/2023,2,19,1,1,50,43,152,53.38,48.39,15,1,0,43.45,1,7.12,2,30.22088468,4,17,46,4,60,61.46844
11/17/2023,2,20,1,3,204,30,118,23.24,12.35,15,3,0,16.02,3,3.61,2,34.63476238,4,17,46,4,62,53.61821
11/17/2023,3,1,3,4,363,220,89,237.01,33.51,10,4,1,33.97,3,7.06,5,59.27975767,4,17,46,4,244,248.37518
11/17/2023,3,2,3,1,262,237,42,254.13,13.74,15,3,0,14.97,4,9.48,5,36.24074562,4,17,46,4,216,210.34686
11/17/2023,3,3,3,4,357,120,136,138.5,50.65,10,2,0,51.19,3,8.33,5,30.82337977,4,17,46,4,176,174.37524
11/17/2023,3,4,3,4,99,47,169,55.22,83.55,5,4,1,82.9,3,8.83,2,37.27299869,4,17,46,4,68,62.907284
11/17/2023,3,5,3,3,125,96,170,103.73,30.63,0,2,0,32.09,4,8.91,2,41.64916561,4,17,46,4,85,75.14775
11/17/2023,3,6,2,2,166,150,181,146.03,12.55,5,2,1,16.64,4,7.16,2,35.57975443,4,17,46,4,104,97.51347
11/17/2023,3,7,2,4,402,109,186,115.97,77.06,20,2,1,80.89,4,4.76,2,37.98695129,4,17,46,4,68,59.745487
11/17/2023,3,8,2,3,336,67,163,58.64,15.14,5,1,1,13.89,2,7.42,2,36.82096495,4,17,46,4,73,70.08681
11/17/2023,3,9,2,4,153,141,198,153.38,35.93,0,4,0,34.07,2,3.43,2,68.62528132,4,17,46,4,81,73.55614
11/17/2023,3,10,2,3,188,22,67,37.04,57.26,10,2,0,62.01,3,7.58,2,47.60609975,4,17,46,4,42,28.9614
11/17/2023,3,11,2,3,252,218,34,224.6,23.9,15,2,0,22.58,2,8.45,5,66.37281608,4,17,46,4,223,216.62102
11/17/2023,3,12,2,3,468,138,95,138.06,89.46,20,1,1,89.84,3,9.31,5,50.80272085,4,17,46,4,143,131.90436
11/17/2023,3,13,2,4,340,96,115,104.84,38.24,20,3,0,33.26,3,4.18,2,68.78338511,4,17,46,4,57,51.71539
11/17/2023,3,14,1,2,334,152,123,162.59,64.3,20,2,1,61.3,4,4.88,5,65.79309402,4,17,46,4,170,162.43362
11/17/2023,3,15,1,2,423,310,90,310.25,42.88,15,1,1,39.15,1,4.84,5,37.8393145,4,17,46,4,265,260.5254
11/17/2023,3,16,1,1,386,54,110,56.45,41.81,15,3,0,38.96,1,7.87,2,45.54709159,4,17,46,4,64,64.86044
11/17/2023,3,17,1,3,139,69,170,83.58,19.25,20,1,0,14.79,1,6.58,2,62.08787923,4,17,46,4,82,84.85857
11/17/2023,3,18,1,2,187,130,197,141.7,10.81,10,2,1,13.6,1,7.59,2,69.47547746,4,17,46,4,78,81.78934
11/17/2023,3,19,1,3,322,221,71,240.74,40.34,5,4,1,38.02,3,4.14,5,59.16028672,4,17,46,4,237,231.35648
11/17/2023,3,20,1,3,470,295,28,303.32,23.15,20,3,1,27.3,1,7.41,5,34.63476238,4,17,46,4,288,285.3901
11/17/2023,4,1,3,3,165,14,57,23.08,39.59,20,3,1,42.17,4,11.55,2,53.94633937,4,17,46,4,64,61.63631
11/17/2023,4,2,3,4,337,102,54,117.84,40.93,20,3,1,39.89,2,10.74,5,32.32334449,4,17,46,4,157,143.68399
11/17/2023,4,3,3,4,89,68,96,82.74,93.68,0,1,1,95.55,1,10.55,2,30.82337977,4,17,46,4,79,69.04026
11/17/2023,4,4,3,4,452,407,133,397.82,15.24,0,3,1,19.57,1,14.6,5,37.27299869,4,17,46,4,369,372.7932
11/17/2023,4,5,3,3,118,101,107,108.49,68.47,15,2,0,66.53,4,13.4,5,41.64916561,4,17,46,4,159,166.15942
11/17/2023,4,6,2,1,460,276,43,270.7,81.67,15,2,0,79.74,1,9.4,5,54.47411579,4,17,46,4,243,235.0636
11/17/2023,4,7,2,4,62,52,125,71.72,66.94,10,3,1,67.69,2,7.69,2,37.98695129,4,17,46,4,37,42.595795
11/17/2023,4,8,2,1,189,34,130,33.11,36.08,5,4,0,40.7,2,8.53,2,53.69658275,4,17,46,4,51,47.047585
11/17/2023,4,9,2,1,114,89,88,104.14,79.41,5,2,0,80.14,3,6.57,5,32.60206372,4,17,46,4,124,120.78988
11/17/2023,4,10,2,1,349,186,140,189.27,54.98,10,1,1,54.52,1,6.11,5,42.18455077,4,17,46,4,183,174.2375
11/17/2023,4,11,2,4,497,249,192,266.35,73.9,0,1,1,77.66,4,7.08,5,31.37554084,4,17,46,4,242,236.44151
11/17/2023,4,12,2,1,171,40,124,32.6,63.83,0,4,1,60.98,1,7.58,2,40.35119926,4,17,46,4,29,14.78756
11/17/2023,4,13,2,3,52,9,73,1.66,69.97,0,2,0,71.36,4,8.51,2,61.00531293,4,17,46,4,47,38.778328
11/17/2023,4,14,1,3,164,119,106,115.77,41.63,20,1,0,43.68,3,5.86,5,66.8749694,4,17,46,4,150,151.66408
11/17/2023,4,15,1,4,225,205,84,222.67,38.08,15,4,0,42.99,4,7.82,5,31.80909156,4,17,46,4,189,177.14005
11/17/2023,4,16,1,1,61,40,161,36.49,76.15,5,2,0,79.09,3,2.66,2,45.54709159,4,17,46,4,51,44.571095
11/17/2023,4,17,1,3,77,22,23,29.16,57.25,20,2,0,59.92,4,4.53,5,62.08787923,4,17,46,4,142,129.99094
11/17/2023,4,18,1,2,101,71,85,78.58,91.17,0,4,0,88.61,1,5.55,2,69.47547746,4,17,46,4,58,42.24834
11/17/2023,4,19,1,2,231,165,57,179.16,76.5,0,3,0,79.82,3,5.89,5,62.61845714,4,17,46,4,184,176.0252
11/17/2023,4,20,1,1,341,127,184,136.91,99.6,5,4,0,101.78,3,3.64,2,60.85081387,4,17,46,4,102,101.03836
11/17/2023,5,1,3,4,103,91,100,92.86,51.41,10,3,1,51.43,3,14.37,2,59.27975767,4,17,46,4,81,77.23635
11/17/2023,5,2,3,2,378,202,48,214.36,11.31,15,1,0,15.65,1,13.32,5,36.23978081,4,17,46,4,189,185.78284
11/17/2023,5,3,3,4,126,64,149,83.85,51.74,15,2,0,54.28,2,7.95,2,30.82337977,4,17,46,4,49,51.327995
11/17/2023,5,4,3,2,92,82,170,93.0,65.18,5,2,0,65.16,2,13.71,2,38.49356443,4,17,46,4,79,69.70418
11/17/2023,5,5,3,2,74,61,107,78.9,34.89,0,3,1,34.94,1,12.81,2,50.99025727,4,17,46,4,53,51.910225
11/17/2023,5,6,2,1,147,21,180,38.63,35.74,10,1,1,39.54,2,3.95,2,54.47411579,4,17,46,4,40,32.7474
11/17/2023,5,7,2,1,265,264,84,258.8,20.2,0,1,0,24.61,4,5.11,5,48.24279937,4,17,46,4,237,224.9145
11/17/2023,5,8,2,4,128,30,40,36.1,80.92,0,4,0,79.21,2,6.67,2,54.30179408,4,17,46,4,35,22.726292
11/17/2023,5,9,2,3,415,19,34,29.18,85.18,15,3,1,81.87,2,8.27,2,62.33589392,4,17,46,4,35,16.864666
11/17/2023,5,10,2,3,487,107,120,123.01,36.94,5,4,0,37.01,1,6.83,5,47.60609975,4,17,46,4,165,158.00613
11/17/2023,5,11,2,4,51,24,110,22.82,74.01,5,1,0,71.22,2,7.1,2,31.37554084,4,17,46,4,50,44.085567
11/17/2023,5,12,2,3,268,43,75,62.59,75.53,5,3,1,71.74,4,6.0,2,50.80272085,4,17,46,4,29,28.095943
11/17/2023,5,13,2,2,204,54,107,63.97,91.65,20,3,0,87.6,3,7.88,2,37.39417822,4,17,46,4,55,48.69819
11/17/2023,5,14,1,1,366,252,68,250.63,55.5,10,2,1,58.22,1,5.32,5,67.57995766,4,17,46,4,237,220.79343
11/17/2023,5,15,1,2,413,311,144,326.35,78.77,5,3,0,76.35,4,3.24,5,37.8393145,4,17,46,4,277,281.13635
11/17/2023,5,16,1,2,85,21,106,14.78,74.45,0,3,1,77.3,3,5.43,2,40.85396127,4,17,46,4,50,47.092445
11/17/2023,5,17,1,3,191,115,108,125.41,14.71,0,3,0,14.75,3,7.79,5,62.08787923,4,17,46,4,156,155.76698
11/17/2023,5,18,1,4,493,219,153,220.99,93.21,5,3,1,88.32,2,4.41,5,60.88979077,4,17,46,4,211,206.74606
11/17/2023,5,19,1,1,200,185,55,202.16,74.07,0,2,0,74.3,3,3.74,5,30.22088468,4,17,46,4,174,164.39888
11/17/2023,5,20,1,2,470,252,97,271.23,78.55,15,1,0,82.08,2,5.77,5,32.96178607,4,17,46,4,269,270.62955
11/18/2023,1,1,3,4,388,223,26,241.34,78.5,5,3,1,74.54,3,5.39,5,59.27975767,5,18,46,4,237,230.10788
11/18/2023,1,2,3,4,354,253,155,262.55,12.99,20,1,0,10.42,2,9.31,5,32.32334449,5,18,46,4,245,243.19536
11/18/2023,1,3,3,2,361,201,130,203.33,12.91,15,2,1,13.05,1,8.17,5,58.32290311,5,18,46,4,182,170.37589
11/18/2023,1,4,3,1,166,81,141,74.94,48.5,5,3,0,46.89,1,6.44,2,63.29770563,5,18,46,4,94,94.66094
11/18/2023,1,5,3,4,118,35,108,26.27,94.12,20,4,0,92.3,3,7.56,2,47.27780075,5,18,46,4,45,36.936405
11/18/2023,1,6,2,3,396,253,44,256.3,52.45,5,1,1,53.84,4,4.74,5,44.65447373,5,18,46,4,245,238.94865
11/18/2023,1,7,2,2,68,68,153,76.07,20.08,15,2,0,18.37,2,4.18,2,61.40703846,5,18,46,4,54,50.860386
11/18/2023,1,8,2,3,224,60,80,54.77,43.42,20,3,1,41.27,3,7.77,2,36.82096495,5,18,46,4,36,33.267376
11/18/2023,1,9,2,3,377,145,119,163.11,14.12,5,2,0,12.58,4,7.69,5,62.33589392,5,18,46,4,151,142.90752
11/18/2023,1,10,2,2,406,70,199,61.4,11.19,20,3,1,11.42,2,5.45,2,33.90688456,5,18,46,4,61,62.33115
11/18/2023,1,11,2,2,388,194,55,206.1,24.48,5,2,0,29.47,1,8.6,5,49.8070764,5,18,46,4,196,204.69087
11/18/2023,1,12,2,2,402,68,89,82.73,11.55,0,2,0,12.67,3,9.16,2,56.50089137,5,18,46,4,48,40.84331
11/18/2023,1,13,2,1,206,0,41,-1.24,74.57,5,3,1,73.5,4,7.3,2,51.86841117,5,18,46,4,27,29.374203
11/18/2023,1,14,1,3,490,136,50,146.92,64.67,0,1,0,59.93,3,4.01,5,66.8749694,5,18,46,4,153,156.87558
11/18/2023,1,15,1,3,342,92,111,98.06,50.45,5,4,1,46.51,1,7.87,2,43.01321323,5,18,46,4,69,57.596596
11/18/2023,1,16,1,2,407,79,170,89.2,73.67,10,3,1,73.63,2,3.06,2,40.85396127,5,18,46,4,69,58.618317
11/18/2023,1,17,1,2,177,69,106,60.11,55.29,0,1,0,57.57,4,3.29,2,51.70784333,5,18,46,4,66,65.23917
11/18/2023,1,18,1,1,477,5,67,-2.57,38.41,15,3,1,39.3,2,3.58,2,32.98202575,5,18,46,4,42,27.133242
11/18/2023,1,19,1,2,461,59,88,75.95,95.21,5,1,0,99.52,2,7.41,2,62.61845714,5,18,46,4,51,44.71418
11/18/2023,1,20,1,1,142,56,196,56.81,30.36,15,1,1,30.21,1,4.85,2,60.85081387,5,18,46,4,68,64.41609
11/18/2023,2,1,3,3,397,363,64,381.23,77.86,10,1,1,76.3,3,11.06,5,53.94633937,5,18,46,4,330,332.6405
11/18/2023,2,2,3,1,234,186,122,201.26,25.82,10,3,0,21.2,3,10.96,5,36.24074562,5,18,46,4,181,179.26138
11/18/2023,2,3,3,1,101,101,29,103.13,35.28,10,2,0,35.04,4,11.19,5,54.04460047,5,18,46,4,139,127.2578
11/18/2023,2,4,3,4,463,410,150,423.47,86.42,20,2,1,85.59,1,14.03,5,37.27299869,5,18,46,4,361,361.02704
11/18/2023,2,5,3,2,126,126,169,138.53,96.32,0,4,0,99.85,4,8.06,2,50.99025727,5,18,46,4,67,55.914318
11/18/2023,2,6,2,2,214,200,83,191.31,22.39,20,1,1,23.72,3,8.11,5,35.57975443,5,18,46,4,186,184.717
11/18/2023,2,7,2,2,175,97,36,107.93,65.14,0,1,0,64.79,1,7.96,5,61.40703846,5,18,46,4,153,145.87616
11/18/2023,2,8,2,2,86,55,115,51.02,38.85,5,4,1,36.34,1,3.94,2,31.85801651,5,18,46,4,35,25.306585
11/18/2023,2,9,2,2,90,10,51,15.06,30.7,10,2,1,27.28,2,3.96,2,67.95542149,5,18,46,4,33,30.082825
11/18/2023,2,10,2,1,98,57,137,67.77,10.93,10,2,0,14.98,4,5.68,2,42.18455077,5,18,46,4,58,44.07051
11/18/2023,2,11,2,4,145,113,88,105.63,84.38,10,3,0,83.14,1,9.45,5,31.37554084,5,18,46,4,162,159.93402
11/18/2023,2,12,2,3,390,370,36,378.1,41.65,15,2,0,40.9,3,7.27,5,50.80272085,5,18,46,4,312,299.30853
11/18/2023,2,13,2,4,440,261,166,273.46,99.56,10,1,0,100.44,2,4.44,5,68.78338511,5,18,46,4,234,223.1502
11/18/2023,2,14,1,2,415,201,150,208.41,82.94,5,1,1,82.53,4,6.28,5,65.79309402,5,18,46,4,188,192.7273
11/18/2023,2,15,1,1,121,2,55,10.55,25.93,10,4,0,29.18,1,3.63,2,33.53970008,5,18,46,4,59,55.531372
11/18/2023,2,16,1,2,223,219,160,230.57,39.64,20,4,0,43.69,1,2.58,5,40.85396127,5,18,46,4,227,215.64035
11/18/2023,2,17,1,3,389,21,165,27.68,49.83,5,3,0,50.7,4,7.12,2,62.08787923,5,18,46,4,33,19.541878
11/18/2023,2,18,1,1,381,186,64,181.91,12.04,15,4,0,9.84,2,6.07,5,32.98202575,5,18,46,4,173,168.32681
11/18/2023,2,19,1,2,291,66,81,82.79,66.51,10,4,0,62.55,4,7.15,5,62.61845714,5,18,46,4,120,118.56829
11/18/2023,2,20,1,3,65,56,71,57.71,87.03,0,3,0,90.99,3,3.29,2,34.63476238,5,18,46,4,58,49.32855
11/18/2023,3,1,3,3,77,40,83,48.59,16.09,10,2,0,18.13,2,11.89,2,53.94633937,5,18,46,4,50,38.39535
11/18/2023,3,2,3,4,363,296,33,300.96,78.03,15,2,0,73.49,2,11.33,5,32.32334449,5,18,46,4,267,254.77667
11/18/2023,3,3,3,3,59,16,115,24.53,63.77,0,4,1,60.53,3,12.73,2,68.79639409,5,18,46,4,33,24.503033
11/18/2023,3,4,3,4,96,42,42,39.48,25.75,10,1,0,22.71,1,8.66,2,37.27299869,5,18,46,4,56,57.160778
11/18/2023,3,5,3,4,351,152,82,162.49,97.36,15,2,1,99.47,4,8.01,5,47.27780075,5,18,46,4,156,147.05153
11/18/2023,3,6,2,3,467,408,131,427.2,81.28,20,2,0,85.83,1,7.23,5,44.65447373,5,18,46,4,358,350.16806
11/18/2023,3,7,2,3,136,112,176,103.03,19.05,0,4,1,22.61,2,3.18,2,50.56937754,5,18,46,4,78,68.88939
11/18/2023,3,8,2,3,170,114,95,115.92,67.81,5,2,1,63.29,1,9.39,5,36.82096495,5,18,46,4,143,131.97517
11/18/2023,3,9,2,4,478,360,140,361.71,77.51,10,2,0,82.33,3,5.85,5,68.62528132,5,18,46,4,313,302.61484
11/18/2023,3,10,2,3,111,71,76,64.88,61.18,20,4,1,60.36,1,9.41,2,47.60609975,5,18,46,4,68,60.71667
11/18/2023,3,11,2,1,393,352,157,345.47,51.44,10,1,0,55.06,3,9.07,5,34.88152939,5,18,46,4,324,318.7816
11/18/2023,3,12,2,2,229,119,162,128.41,18.09,0,4,1,15.23,3,3.82,2,56.50089137,5,18,46,4,79,81.293365
11/18/2023,3,13,2,1,377,264,54,266.05,31.78,5,2,0,27.92,2,3.63,5,51.86841117,5,18,46,4,241,243.45734
11/18/2023,3,14,1,1,158,73,37,77.58,22.52,10,2,1,17.65,1,7.51,5,67.57995766,5,18,46,4,136,130.47797
11/18/2023,3,15,1,1,304,298,31,313.72,48.85,10,4,0,53.6,2,6.8,5,33.53970008,5,18,46,4,288,293.1892
11/18/2023,3,16,1,3,401,222,170,235.25,91.09,5,2,1,90.28,2,3.94,5,44.27013307,5,18,46,4,231,219.43103
11/18/2023,3,17,1,4,101,58,25,76.53,71.01,15,3,0,71.08,1,4.89,5,35.636969,5,18,46,4,108,96.400566
