Customer ID,Age,Gender,Location,Region,Size,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
3076,54,Female,Utah,West,XL,Winter,3.6,No,Standard,No,No,21,PayPal,Every 3 Months
3077,66,Female,New Hampshire,North,M,Summer,3.6,No,Express,No,No,13,Venmo,Bi-Weekly
3078,60,Female,Illinois,North,S,Spring,3,No,Store Pickup,No,No,33,Debit Card,Bi-Weekly
3079,32,Female,Alaska,West,M,Spring,2.5,No,2-Day Shipping,No,No,24,Bank Transfer,Bi-Weekly
3080,48,Female,Wyoming,West,M,Autumn,4,No,Store Pickup,No,No,4,Bank Transfer,Annually
3081,69,Female,Colorado,West,L,Spring,4.1,No,Next Day Air,No,No,5,Cash,Bi-Weekly
3082,64,Female,Vermont,North,L,Winter,4.9,No,Next Day Air,No,No,11,Credit Card,Weekly
3083,56,Female,Utah,West,M,Spring,4,No,Next Day Air,No,No,20,Bank Transfer,Annually
3084,22,Female,Illinois,North,S,Summer,3.5,No,Store Pickup,No,No,28,PayPal,Quarterly
3085,46,Female,Idaho,West,S,Spring,3.2,No,Store Pickup,No,No,43,PayPal,Monthly
3086,24,Female,Nevada,West,L,Winter,2.8,No,Store Pickup,No,No,10,Venmo,Every 3 Months
3087,47,Female,Utah,West,M,Summer,3.5,No,Next Day Air,No,No,26,Venmo,Every 3 Months
3088,62,Female,North Carolina,South,M,Spring,3.1,No,Free Shipping,No,No,29,Bank Transfer,Monthly
3089,34,Female,Arkansas,South,M,Spring,3.3,No,Store Pickup,No,No,35,Bank Transfer,Quarterly
3090,50,Female,North Carolina,South,L,Autumn,4.6,No,Free Shipping,No,No,23,Cash,Bi-Weekly
3091,29,Female,Texas,South,M,Summer,4.9,No,Store Pickup,No,No,15,Bank Transfer,Quarterly
3092,68,Female,Nevada,West,L,Winter,3.4,No,2-Day Shipping,No,No,46,Credit Card,Annually
3093,52,Female,Utah,West,L,Autumn,3.5,No,Next Day Air,No,No,14,Bank Transfer,Bi-Weekly
3094,29,Female,Pennsylvania,East,L,Summer,4.8,No,Store Pickup,No,No,17,Cash,Every 3 Months
3095,22,Female,Georgia,South,M,Summer,2.7,No,Store Pickup,No,No,9,Cash,Weekly
3096,62,Female,Minnesota,North,S,Autumn,3.4,No,Standard,No,No,13,Venmo,Fortnightly
3097,69,Female,Kansas,West,L,Winter,3.5,No,Next Day Air,No,No,20,Bank Transfer,Monthly
3098,48,Female,Delaware,East,M,Autumn,3.7,No,Free Shipping,No,No,39,Bank Transfer,Quarterly
3099,66,Female,New Mexico,West,L,Summer,3.3,No,Next Day Air,No,No,50,Bank Transfer,Quarterly
3100,42,Female,Michigan,North,S,Autumn,2.9,No,Free Shipping,No,No,21,Bank Transfer,Bi-Weekly
3101,50,Female,Vermont,North,L,Winter,3.9,No,Express,No,No,3,Bank Transfer,Weekly
3102,32,Female,Idaho,West,S,Summer,2.7,No,Express,No,No,9,PayPal,Fortnightly
3103,51,Female,South Dakota,North,M,Summer,4.3,No,Standard,No,No,29,Cash,Bi-Weekly
3104,27,Female,Illinois,North,S,Winter,3,No,2-Day Shipping,No,No,42,Bank Transfer,Weekly
3105,43,Female,Georgia,South,S,Summer,5,No,2-Day Shipping,No,No,41,Debit Card,Fortnightly
3106,48,Female,Oregon,West,M,Autumn,2.7,No,Express,No,No,17,Debit Card,Monthly
3107,62,Female,Alabama,South,M,Winter,4.7,No,Next Day Air,No,No,20,PayPal,Annually
3108,65,Female,Hawaii,West,L,Winter,4.6,No,Standard,No,No,18,Credit Card,Bi-Weekly
3109,50,Female,Oregon,West,M,Autumn,3.2,No,2-Day Shipping,No,No,7,PayPal,Monthly
3110,60,Female,Illinois,North,M,Winter,4.3,No,Free Shipping,No,No,47,Bank Transfer,Fortnightly
3111,19,Female,Texas,South,L,Autumn,4.6,No,Next Day Air,No,No,2,Bank Transfer,Bi-Weekly
3112,21,Female,Kansas,West,XL,Spring,4.9,No,Free Shipping,No,No,25,Debit Card,Quarterly
3113,19,Female,Texas,South,S,Autumn,3.8,No,Express,No,No,26,Venmo,Annually
3114,46,Female,Nebraska,North,L,Summer,2.6,No,Express,No,No,2,Debit Card,Weekly
3115,21,Female,Arkansas,South,M,Spring,4.7,No,Store Pickup,No,No,45,Venmo,Bi-Weekly
3116,26,Female,South Dakota,North,M,Autumn,4.1,No,Free Shipping,No,No,9,Bank Transfer,Bi-Weekly
3117,50,Female,Montana,West,L,Spring,3.7,No,Store Pickup,No,No,1,Venmo,Weekly
3118,43,Female,Florida,South,M,Autumn,3,No,Free Shipping,No,No,4,PayPal,Bi-Weekly
3119,61,Female,Virginia,South,L,Summer,4.7,No,Standard,No,No,31,Debit Card,Quarterly
3120,63,Female,Louisiana,South,XL,Winter,4.7,No,2-Day Shipping,No,No,21,Credit Card,Every 3 Months
3121,46,Female,Louisiana,South,M,Autumn,4,No,Store Pickup,No,No,32,Debit Card,Fortnightly
3122,63,Female,Louisiana,South,L,Autumn,2.6,No,Standard,No,No,16,Venmo,Weekly
3123,23,Female,Georgia,South,M,Autumn,3,No,Express,No,No,34,Credit Card,Fortnightly
3124,57,Female,Iowa,west,XL,Autumn,3.3,No,Next Day Air,No,No,40,Venmo,Bi-Weekly
3125,57,Female,California,West,M,Summer,3.4,No,Standard,No,No,4,Cash,Every 3 Months
3126,33,Female,Oregon,West,L,Spring,4,No,Standard,No,No,3,Cash,Quarterly
3127,57,Female,Maine,North,L,Winter,2.6,No,Store Pickup,No,No,28,Bank Transfer,Bi-Weekly
3128,55,Female,Louisiana,South,M,Winter,3.4,No,Free Shipping,No,No,43,Credit Card,Every 3 Months
3129,65,Female,Arkansas,South,S,Autumn,4.4,No,Standard,No,No,20,Cash,Annually
3130,60,Female,Maryland,East,S,Summer,4.7,No,Express,No,No,40,Venmo,Every 3 Months
3131,52,Female,Vermont,North,M,Summer,4.5,No,Store Pickup,No,No,34,Venmo,Every 3 Months
3132,34,Female,North Dakota,North,M,Autumn,2.9,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
3133,33,Female,Michigan,North,M,Summer,4.2,No,Express,No,No,26,Cash,Quarterly
3134,58,Female,Arkansas,South,M,Spring,4.1,No,Next Day Air,No,No,29,Cash,Bi-Weekly
3135,35,Female,Kentucky,South,L,Spring,4.4,No,Store Pickup,No,No,47,Bank Transfer,Weekly
3136,68,Female,Indiana,North,L,Spring,4.7,No,Free Shipping,No,No,48,Venmo,Fortnightly
3137,58,Female,Minnesota,North,M,Autumn,3.1,No,Next Day Air,No,No,29,Cash,Bi-Weekly
3138,34,Female,Louisiana,South,M,Spring,2.7,No,2-Day Shipping,No,No,14,Bank Transfer,Monthly
3139,47,Female,Kentucky,South,L,Autumn,4.6,No,Next Day Air,No,No,40,Cash,Every 3 Months
3140,35,Female,Georgia,South,M,Winter,4.4,No,Next Day Air,No,No,4,Venmo,Weekly
3141,34,Female,Alaska,West,XL,Summer,4.6,No,Free Shipping,No,No,37,Bank Transfer,Weekly
3142,36,Female,Mississippi,South,S,Winter,4.9,No,Express,No,No,47,Credit Card,Bi-Weekly
3143,23,Female,Kansas,West,L,Winter,4,No,2-Day Shipping,No,No,1,Venmo,Quarterly
3144,68,Female,Arizona,West,M,Summer,2.9,No,Store Pickup,No,No,26,Cash,Quarterly
3145,23,Female,Maine,North,L,Spring,2.6,No,Free Shipping,No,No,12,Debit Card,Quarterly
3146,57,Female,Texas,South,XL,Spring,4.6,No,Standard,No,No,16,PayPal,Fortnightly
3147,21,Female,Virginia,South,S,Winter,4.9,No,Free Shipping,No,No,19,PayPal,Annually
3148,45,Female,North Dakota,North,M,Winter,4.3,No,Express,No,No,21,Credit Card,Weekly
3149,37,Female,West Virginia,South,L,Autumn,4.3,No,Free Shipping,No,No,15,Venmo,Weekly
3150,18,Female,North Carolina,South,M,Winter,4.6,No,Free Shipping,No,No,9,Venmo,Annually
3151,55,Female,Georgia,South,M,Spring,2.6,No,Express,No,No,7,Bank Transfer,Bi-Weekly
3152,52,Female,New Mexico,West,L,Autumn,3.1,No,2-Day Shipping,No,No,47,Bank Transfer,Quarterly
3153,49,Female,North Carolina,South,M,Autumn,3.1,No,Store Pickup,No,No,17,PayPal,Monthly
3154,56,Female,Alabama,South,L,Autumn,3.1,No,Next Day Air,No,No,46,Venmo,Fortnightly
3155,27,Female,Connecticut,East,M,Winter,4.4,No,Standard,No,No,32,Cash,Quarterly
3156,22,Female,Montana,West,M,Autumn,4.3,No,Free Shipping,No,No,34,Cash,Annually
3157,18,Female,Montana,West,M,Winter,3.1,No,2-Day Shipping,No,No,18,Cash,Monthly
3158,21,Female,Maine,North,L,Autumn,3.1,No,Store Pickup,No,No,5,Debit Card,Fortnightly
3159,30,Female,Mississippi,South,M,Winter,4.9,No,2-Day Shipping,No,No,44,Credit Card,Monthly
3160,62,Female,Louisiana,South,L,Winter,2.9,No,Store Pickup,No,No,4,Bank Transfer,Quarterly
3161,28,Female,Nebraska,North,XL,Autumn,3.8,No,Next Day Air,No,No,37,Cash,Fortnightly
3162,66,Female,Massachusetts,East,S,Winter,4.2,No,2-Day Shipping,No,No,43,Cash,Monthly
3163,66,Female,Wisconsin,North,L,Winter,3.9,No,Standard,No,No,28,Bank Transfer,Quarterly
3164,49,Female,Nebraska,North,XL,Summer,2.8,No,Express,No,No,36,Cash,Monthly
3165,40,Female,Arizona,West,L,Winter,2.6,No,Standard,No,No,16,Credit Card,Annually
3166,49,Female,Hawaii,West,M,Spring,3,No,Store Pickup,No,No,38,Bank Transfer,Every 3 Months
3167,19,Female,Georgia,South,M,Winter,2.7,No,Next Day Air,No,No,37,Bank Transfer,Fortnightly
3168,24,Female,Oregon,West,M,Autumn,2.8,No,2-Day Shipping,No,No,9,Cash,Bi-Weekly
3169,31,Female,Montana,West,M,Spring,2.9,No,2-Day Shipping,No,No,14,PayPal,Fortnightly
3170,35,Female,Georgia,South,M,Autumn,3.8,No,Free Shipping,No,No,3,Venmo,Weekly
3171,65,Female,Rhode Island,East,XL,Spring,4.4,No,Express,No,No,10,Credit Card,Fortnightly
3172,68,Female,Tennessee,South,M,Spring,3.1,No,Express,No,No,26,Bank Transfer,Bi-Weekly
3173,57,Female,Missouri,South,M,Autumn,3.7,No,Standard,No,No,30,Debit Card,Bi-Weekly
3174,69,Female,Washington,West,L,Summer,4.9,No,Next Day Air,No,No,32,PayPal,Fortnightly
3175,45,Female,Oklahoma,South,L,Winter,3.8,No,Store Pickup,No,No,35,PayPal,Monthly
3176,35,Female,Connecticut,East,M,Autumn,3.4,No,Store Pickup,No,No,26,Debit Card,Every 3 Months
3177,36,Female,Arkansas,South,XL,Spring,4.6,No,2-Day Shipping,No,No,39,Credit Card,Monthly
3178,55,Female,Missouri,South,L,Autumn,3.2,No,Standard,No,No,31,Credit Card,Monthly
3179,66,Female,Washington,West,L,Spring,2.7,No,Free Shipping,No,No,28,Credit Card,Annually
3180,57,Female,Idaho,West,M,Spring,4.3,No,Free Shipping,No,No,12,Debit Card,Bi-Weekly
3181,18,Female,Montana,West,L,Autumn,3.8,No,Standard,No,No,46,PayPal,Weekly
3182,31,Female,Montana,West,M,Summer,4.4,No,Free Shipping,No,No,27,PayPal,Every 3 Months
3183,50,Female,Georgia,South,L,Autumn,3.6,No,Free Shipping,No,No,4,Credit Card,Annually
3184,50,Female,Mississippi,South,M,Winter,3.5,No,Standard,No,No,14,Cash,Every 3 Months
3185,61,Female,Hawaii,West,L,Spring,4.2,No,2-Day Shipping,No,No,30,Venmo,Quarterly
3186,52,Female,Ohio,East,L,Autumn,4.7,No,Express,No,No,6,PayPal,Annually
3187,38,Female,Virginia,South,S,Winter,4.8,No,Store Pickup,No,No,43,Venmo,Annually
3188,67,Female,Texas,South,L,Winter,3.2,No,Free Shipping,No,No,28,Debit Card,Weekly
3189,42,Female,Vermont,North,M,Winter,3.5,No,Standard,No,No,39,Bank Transfer,Monthly
3190,25,Female,Kansas,West,M,Summer,4.2,No,Store Pickup,No,No,30,PayPal,Bi-Weekly
3191,41,Female,California,West,S,Autumn,3.4,No,Free Shipping,No,No,5,Credit Card,Fortnightly
3192,62,Female,Mississippi,South,XL,Winter,4.7,No,Store Pickup,No,No,42,Credit Card,Every 3 Months
3193,19,Female,Iowa,west,S,Autumn,3,No,Free Shipping,No,No,20,Cash,Fortnightly
3194,63,Female,Virginia,South,L,Winter,4,No,Express,No,No,35,Credit Card,Fortnightly
3195,43,Female,Maryland,East,L,Summer,4.6,No,Standard,No,No,10,Credit Card,Bi-Weekly
3196,68,Female,Missouri,South,S,Spring,4.9,No,Next Day Air,No,No,36,Credit Card,Quarterly
3197,24,Female,Wisconsin,North,L,Winter,2.8,No,Express,No,No,21,Debit Card,Fortnightly
3198,27,Female,Maine,North,M,Spring,3.2,No,Free Shipping,No,No,29,Credit Card,Every 3 Months
3199,61,Female,Pennsylvania,East,L,Winter,2.8,No,Free Shipping,No,No,39,Debit Card,Weekly
3200,59,Female,Maine,North,XL,Winter,4.2,No,Express,No,No,16,PayPal,Monthly
3201,67,Female,Missouri,South,L,Spring,4.8,No,Free Shipping,No,No,32,Credit Card,Monthly
3202,46,Female,Vermont,North,S,Autumn,2.8,No,2-Day Shipping,No,No,34,Cash,Monthly
3203,65,Female,Wisconsin,North,L,Autumn,4.5,No,Standard,No,No,38,Venmo,Annually
3204,63,Female,New Jersey,East,L,Spring,4.1,No,Express,No,No,14,Venmo,Annually
3205,57,Female,New Mexico,West,XL,Autumn,4.3,No,Free Shipping,No,No,23,Debit Card,Bi-Weekly
3206,40,Female,Colorado,West,XL,Autumn,4.4,No,2-Day Shipping,No,No,50,Bank Transfer,Every 3 Months
3207,36,Female,California,West,M,Winter,3,No,Free Shipping,No,No,49,PayPal,Monthly
3208,67,Female,Arizona,West,XL,Summer,2.7,No,Next Day Air,No,No,14,PayPal,Annually
3209,61,Female,Indiana,North,L,Winter,3.3,No,2-Day Shipping,No,No,42,PayPal,Weekly
3210,64,Female,Arkansas,South,L,Autumn,4.3,No,Standard,No,No,39,Debit Card,Annually
3211,30,Female,Nevada,West,M,Summer,2.9,No,Express,No,No,43,Venmo,Bi-Weekly
3212,53,Female,Rhode Island,East,L,Winter,4.9,No,Standard,No,No,12,Cash,Monthly
3213,27,Female,Wyoming,West,M,Winter,3.6,No,2-Day Shipping,No,No,21,Debit Card,Weekly
3214,27,Female,Texas,South,M,Winter,3.3,No,Standard,No,No,33,Credit Card,Monthly
3215,53,Female,Washington,West,M,Spring,3.1,No,Free Shipping,No,No,6,Debit Card,Annually
3216,34,Female,Rhode Island,East,M,Summer,2.7,No,Free Shipping,No,No,10,PayPal,Every 3 Months
3217,39,Female,Illinois,North,S,Winter,3.4,No,Next Day Air,No,No,18,Cash,Weekly
3218,44,Female,Oregon,West,M,Autumn,3.4,No,Express,No,No,46,Venmo,Weekly
3219,37,Female,Florida,South,M,Autumn,3.9,No,Express,No,No,49,PayPal,Monthly
3220,57,Female,Kansas,West,L,Summer,3.5,No,2-Day Shipping,No,No,39,Credit Card,Weekly
3221,38,Female,North Dakota,North,M,Autumn,4.1,No,Free Shipping,No,No,16,Cash,Monthly
3222,21,Female,New Hampshire,North,M,Winter,3.2,No,Standard,No,No,28,Cash,Annually
3223,45,Female,Texas,South,S,Autumn,4.6,No,Store Pickup,No,No,22,PayPal,Quarterly
3224,68,Female,Montana,West,S,Spring,3.9,No,Standard,No,No,36,Venmo,Bi-Weekly
3225,37,Female,Delaware,East,L,Winter,2.7,No,Free Shipping,No,No,18,PayPal,Monthly
3226,53,Female,New Hampshire,North,M,Autumn,3,No,Store Pickup,No,No,31,Credit Card,Weekly
3227,57,Female,Minnesota,North,XL,Spring,3.3,No,Next Day Air,No,No,38,Bank Transfer,Fortnightly
3228,28,Female,Alaska,West,XL,Autumn,2.7,No,Free Shipping,No,No,42,Debit Card,Quarterly
3229,37,Female,Connecticut,East,M,Spring,4.6,No,2-Day Shipping,No,No,27,PayPal,Annually
3230,54,Female,Connecticut,East,M,Autumn,2.7,No,Express,No,No,24,Cash,Monthly
3231,49,Female,Kansas,West,M,Summer,2.5,No,Next Day Air,No,No,38,Debit Card,Annually
3232,62,Female,Nevada,West,M,Winter,4.4,No,Free Shipping,No,No,9,Credit Card,Annually
3233,45,Female,Massachusetts,East,M,Spring,4,No,Next Day Air,No,No,19,Bank Transfer,Monthly
3234,45,Female,Indiana,North,M,Autumn,3.8,No,Express,No,No,11,Debit Card,Bi-Weekly
3235,49,Female,Washington,West,M,Winter,2.5,No,2-Day Shipping,No,No,16,Debit Card,Quarterly
3236,27,Female,Kansas,West,M,Summer,4,No,Free Shipping,No,No,18,Venmo,Monthly
3237,63,Female,South Carolina,South,L,Autumn,4.1,No,Next Day Air,No,No,8,Cash,Monthly
3238,61,Female,Vermont,North,M,Summer,2.8,No,Express,No,No,4,Cash,Weekly
3239,25,Female,Wyoming,West,XL,Autumn,3.4,No,2-Day Shipping,No,No,37,Cash,Quarterly
3240,33,Female,Colorado,West,M,Autumn,2.7,No,2-Day Shipping,No,No,30,Cash,Monthly
3241,56,Female,West Virginia,South,M,Autumn,3.8,No,2-Day Shipping,No,No,37,Bank Transfer,Monthly
3242,50,Female,Connecticut,East,M,Summer,4.4,No,Store Pickup,No,No,30,PayPal,Quarterly
3243,45,Female,Oregon,West,S,Autumn,2.8,No,Express,No,No,17,Venmo,Weekly
3244,45,Female,Idaho,West,L,Summer,5,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
3245,65,Female,Arkansas,South,M,Autumn,4.7,No,Express,No,No,42,Credit Card,Annually
3246,63,Female,Kansas,West,M,Autumn,3.2,No,Next Day Air,No,No,20,Cash,Weekly
3247,70,Female,Michigan,North,M,Summer,2.9,No,Store Pickup,No,No,37,Cash,Monthly
3248,53,Female,Arkansas,South,M,Summer,3.7,No,Express,No,No,12,PayPal,Fortnightly
3249,22,Female,Pennsylvania,East,S,Summer,4.2,No,Free Shipping,No,No,41,Bank Transfer,Quarterly
3250,26,Female,Virginia,South,M,Summer,3.4,No,Express,No,No,32,Credit Card,Quarterly
3251,23,Female,Minnesota,North,M,Spring,2.9,No,2-Day Shipping,No,No,15,Venmo,Weekly
3252,25,Female,Nevada,West,M,Winter,3.7,No,Standard,No,No,39,Venmo,Quarterly
3253,69,Female,Montana,West,L,Spring,2.7,No,Store Pickup,No,No,48,Credit Card,Fortnightly
3254,36,Female,Nebraska,North,M,Autumn,3.2,No,2-Day Shipping,No,No,8,Venmo,Fortnightly
3255,21,Female,Indiana,North,S,Winter,4.9,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
3256,57,Female,New Jersey,East,M,Autumn,2.8,No,Next Day Air,No,No,36,Bank Transfer,Monthly
3257,60,Female,Wisconsin,North,L,Winter,4.7,No,Free Shipping,No,No,50,Venmo,Every 3 Months
3258,44,Female,Minnesota,North,M,Autumn,3.3,No,Express,No,No,39,Venmo,Every 3 Months
3259,31,Female,New Jersey,East,M,Spring,4.3,No,Express,No,No,11,Credit Card,Bi-Weekly
3260,57,Female,Oklahoma,South,XL,Autumn,3.7,No,2-Day Shipping,No,No,5,Debit Card,Every 3 Months
3261,39,Female,Wisconsin,North,M,Summer,4.5,No,2-Day Shipping,No,No,7,Credit Card,Annually
3262,48,Female,Rhode Island,East,L,Winter,3.4,No,Store Pickup,No,No,50,Debit Card,Weekly
3263,42,Female,Indiana,North,M,Spring,2.7,No,Standard,No,No,21,Cash,Every 3 Months
3264,56,Female,Vermont,North,S,Autumn,4.4,No,Express,No,No,31,Debit Card,Fortnightly
3265,28,Female,Maine,North,S,Winter,4,No,Express,No,No,39,Cash,Bi-Weekly
3266,40,Female,Alabama,South,M,Winter,3.2,No,Express,No,No,28,Credit Card,Fortnightly
3267,49,Female,Alabama,South,S,Winter,4.2,No,Next Day Air,No,No,33,Bank Transfer,Weekly
3268,37,Female,Idaho,West,L,Winter,3,No,Store Pickup,No,No,42,Credit Card,Quarterly
3269,22,Female,Arkansas,South,M,Autumn,2.8,No,Free Shipping,No,No,5,Bank Transfer,Every 3 Months
3270,27,Female,Ohio,East,M,Winter,4.9,No,Express,No,No,25,Cash,Monthly
3271,59,Female,Illinois,North,M,Winter,4.7,No,Express,No,No,48,PayPal,Annually
3272,35,Female,Nevada,West,XL,Spring,4.4,No,Standard,No,No,30,Credit Card,Weekly
3273,58,Female,Texas,South,M,Winter,3.1,No,Next Day Air,No,No,34,PayPal,Quarterly
3274,58,Female,Nevada,West,S,Summer,2.6,No,Free Shipping,No,No,34,PayPal,Every 3 Months
3275,46,Female,Oklahoma,South,M,Spring,3.9,No,Store Pickup,No,No,14,Cash,Fortnightly
3276,43,Female,Alabama,South,XL,Summer,2.6,No,2-Day Shipping,No,No,2,Debit Card,Weekly
3277,39,Female,South Dakota,North,M,Summer,4,No,Store Pickup,No,No,41,PayPal,Every 3 Months
3278,59,Female,Texas,South,M,Spring,4.9,No,Store Pickup,No,No,3,Credit Card,Monthly
3279,59,Female,Montana,West,M,Summer,3.3,No,2-Day Shipping,No,No,18,Bank Transfer,Weekly
3280,59,Female,Wyoming,West,S,Autumn,3,No,Express,No,No,1,Debit Card,Fortnightly
3281,45,Female,New York,East,L,Winter,2.7,No,Next Day Air,No,No,5,PayPal,Monthly
3282,27,Female,Oregon,West,L,Winter,3.1,No,Free Shipping,No,No,41,Bank Transfer,Annually
3283,24,Female,California,West,M,Autumn,4.8,No,Next Day Air,No,No,5,Credit Card,Monthly
3284,47,Female,North Carolina,South,L,Spring,2.9,No,Express,No,No,10,Debit Card,Every 3 Months
3285,70,Female,Kentucky,South,L,Spring,4.5,No,2-Day Shipping,No,No,20,Venmo,Annually
3286,58,Female,Hawaii,West,XL,Autumn,4.6,No,Free Shipping,No,No,11,Cash,Weekly
3287,45,Female,Illinois,North,L,Winter,5,No,Express,No,No,4,Venmo,Fortnightly
3288,24,Female,West Virginia,South,L,Spring,4.3,No,2-Day Shipping,No,No,38,Credit Card,Weekly
3289,67,Female,South Carolina,South,XL,Spring,4.9,No,Next Day Air,No,No,19,Credit Card,Bi-Weekly
3290,31,Female,Montana,West,M,Summer,4,No,2-Day Shipping,No,No,16,Venmo,Every 3 Months
3291,52,Female,North Dakota,North,L,Spring,3.1,No,Free Shipping,No,No,2,PayPal,Monthly
3292,29,Female,New Mexico,West,L,Autumn,2.6,No,2-Day Shipping,No,No,11,Cash,Monthly
3293,62,Female,Missouri,South,L,Spring,4.9,No,Standard,No,No,18,Bank Transfer,Fortnightly
3294,19,Female,West Virginia,South,M,Spring,3.5,No,2-Day Shipping,No,No,47,Credit Card,Fortnightly
3295,62,Female,South Carolina,South,S,Spring,4.5,No,Store Pickup,No,No,15,Bank Transfer,Bi-Weekly
3296,70,Female,West Virginia,South,S,Summer,2.8,No,Next Day Air,No,No,15,Cash,Weekly
3297,20,Female,Alaska,West,M,Spring,4.2,No,Next Day Air,No,No,47,Venmo,Quarterly
3298,67,Female,West Virginia,South,M,Autumn,4.1,No,Free Shipping,No,No,47,PayPal,Monthly
3299,65,Female,New Mexico,West,M,Autumn,3.5,No,Express,No,No,6,Bank Transfer,Every 3 Months
3300,45,Female,South Dakota,North,L,Spring,4,No,2-Day Shipping,No,No,18,Venmo,Monthly
3301,26,Female,Oklahoma,South,M,Spring,4,No,Express,No,No,40,Bank Transfer,Bi-Weekly
3302,36,Female,Oklahoma,South,XL,Summer,2.5,No,Free Shipping,No,No,31,Credit Card,Fortnightly
3303,36,Female,Alabama,South,XL,Winter,4.2,No,Standard,No,No,31,Venmo,Bi-Weekly
3304,20,Female,Mississippi,South,S,Summer,3.4,No,Next Day Air,No,No,4,Credit Card,Fortnightly
3305,30,Female,Mississippi,South,XL,Autumn,4.8,No,Next Day Air,No,No,36,Bank Transfer,Every 3 Months
3306,34,Female,Nebraska,North,L,Summer,4.9,No,Standard,No,No,31,PayPal,Bi-Weekly
3307,63,Female,Colorado,West,L,Summer,3.6,No,Store Pickup,No,No,6,Venmo,Fortnightly
3308,18,Female,Pennsylvania,East,S,Winter,4,No,Store Pickup,No,No,1,Cash,Monthly
3309,55,Female,Utah,West,M,Autumn,2.6,No,Express,No,No,29,Cash,Monthly
3310,48,Female,Massachusetts,East,M,Summer,3.1,No,Store Pickup,No,No,19,PayPal,Monthly
3311,45,Female,Iowa,west,M,Winter,3.6,No,Free Shipping,No,No,12,PayPal,Fortnightly
3312,29,Female,Florida,South,L,Summer,4,No,Express,No,No,18,Bank Transfer,Annually
3313,55,Female,Louisiana,South,L,Summer,3.9,No,Next Day Air,No,No,45,Cash,Quarterly
3314,55,Female,Kansas,West,XL,Autumn,3.9,No,Express,No,No,45,Credit Card,Monthly
3315,55,Female,Kansas,West,M,Spring,3.3,No,Standard,No,No,8,Credit Card,Quarterly
3316,48,Female,Kentucky,South,S,Summer,2.9,No,Standard,No,No,4,PayPal,Every 3 Months
3317,42,Female,New Mexico,West,M,Summer,3.1,No,Free Shipping,No,No,5,Debit Card,Fortnightly
3318,21,Female,North Carolina,South,XL,Summer,4.7,No,Standard,No,No,30,Cash,Quarterly
3319,45,Female,North Dakota,North,M,Summer,3.9,No,Free Shipping,No,No,15,PayPal,Monthly
3320,23,Female,North Dakota,North,M,Summer,4.3,No,Next Day Air,No,No,17,Credit Card,Every 3 Months
3321,66,Female,Illinois,North,XL,Autumn,4.2,No,2-Day Shipping,No,No,45,Cash,Every 3 Months
3322,32,Female,Maine,North,S,Winter,4.3,No,Next Day Air,No,No,3,Venmo,Annually
3323,52,Female,Indiana,North,XL,Winter,4.6,No,Next Day Air,No,No,43,PayPal,Weekly
3324,54,Female,North Dakota,North,M,Winter,3.8,No,Free Shipping,No,No,4,Credit Card,Monthly
3325,37,Female,Missouri,South,S,Autumn,3.3,No,Standard,No,No,41,Venmo,Weekly
3326,29,Female,Alaska,West,M,Autumn,3.7,No,2-Day Shipping,No,No,16,Venmo,Monthly
3327,47,Female,North Dakota,North,M,Summer,4.3,No,Standard,No,No,10,Debit Card,Annually
3328,47,Female,Connecticut,East,M,Spring,4.1,No,Express,No,No,2,Debit Card,Quarterly
3329,42,Female,Wisconsin,North,M,Spring,3.2,No,Free Shipping,No,No,11,Cash,Bi-Weekly
3330,34,Female,New Jersey,East,M,Winter,3.8,No,Express,No,No,1,Debit Card,Bi-Weekly
3331,38,Female,Missouri,South,M,Spring,3.2,No,2-Day Shipping,No,No,41,Bank Transfer,Quarterly
3332,55,Female,California,West,M,Summer,3.5,No,Free Shipping,No,No,39,PayPal,Quarterly
3333,27,Female,Washington,West,M,Summer,3.1,No,2-Day Shipping,No,No,1,PayPal,Bi-Weekly
3334,55,Female,Minnesota,North,M,Spring,4.2,No,Express,No,No,3,PayPal,Monthly
3335,66,Female,California,West,M,Summer,3.4,No,Free Shipping,No,No,21,Credit Card,Annually
3336,44,Female,Texas,South,XL,Winter,3.5,No,Express,No,No,48,Bank Transfer,Quarterly
3337,39,Female,Montana,West,M,Autumn,4,No,Free Shipping,No,No,24,Debit Card,Annually
3338,23,Female,Arizona,West,L,Winter,4.4,No,2-Day Shipping,No,No,45,Bank Transfer,Bi-Weekly
3339,29,Female,Minnesota,North,L,Winter,2.9,No,2-Day Shipping,No,No,46,Credit Card,Monthly
3340,20,Female,Nebraska,North,M,Autumn,3.6,No,Store Pickup,No,No,35,Cash,Fortnightly
3341,42,Female,Virginia,South,XL,Autumn,4.4,No,Free Shipping,No,No,47,Credit Card,Fortnightly
3342,55,Female,Connecticut,East,XL,Summer,4.5,No,Standard,No,No,35,Credit Card,Monthly
3343,66,Female,New Jersey,East,M,Spring,3.8,No,Free Shipping,No,No,45,Credit Card,Weekly
3344,24,Female,Kentucky,South,XL,Winter,3.6,No,2-Day Shipping,No,No,6,Cash,Bi-Weekly
